id_trecho,br,trecho_km_inicial,trecho_km_final,trecho_densidade_acidentes,trecho_risco_total,trecho_severidade_media,tracado_tem_aclive,tracado_tem_cruzamento,tracado_tem_curva,tracado_tem_declive,tracado_tem_desvio_tempor_rio,tracado_tem_em_obras,tracado_tem_interse__o_de_vias,tracado_tem_ponte,tracado_tem_reta,tracado_tem_retorno_regulamentado,tracado_tem_rotat_ria,tracado_tem_t_nel,tracado_tem_viaduto,classificacao_acidente_com_vitimas_fatais,classificacao_acidente_com_vitimas_feridas,classificacao_acidente_sem_vitimas,prop_causa_atropelamento_pedestre,prop_causa_defeito_mecanico_veiculo,prop_causa_defeito_na_via,prop_causa_falta_de_atencao,prop_causa_ingestao_de_alcool,prop_causa_outras,prop_causa_velocidade_incompativel,prop_cond_ceu claro,prop_cond_chuva,prop_cond_granizo,prop_cond_neve,prop_cond_nublado,prop_cond_outros,prop_cond_vento forte,tipo_acidente_atropelamento de animal,tipo_acidente_atropelamento de pessoa,tipo_acidente_capotamento,tipo_acidente_colisão,tipo_acidente_colisão frontal,tipo_acidente_colisão lateral,tipo_acidente_colisão transversal,tipo_acidente_colisão traseira,tipo_acidente_danos eventuais,tipo_acidente_engavetamento,tipo_acidente_incêndio,tipo_acidente_outros,tipo_acidente_queda de ocupante de veículo,tipo_acidente_saída de pista,tipo_acidente_tombamento,prop_pista_Dupla,prop_pista_Múltipla,prop_pista_Simples,sentido_via_Crescente,sentido_via_Decrescente,sentido_via_Não Informado,fase_dia_Amanhecer,fase_dia_Anoitecer,fase_dia_Plena noite,fase_dia_Pleno dia,causa_relevante_radar,trecho_extensao_km,ponto_critico_km,distancia_radar_mais_proximo,tem_radar,reducao_pct_taxa_acidente
BR0_T1,0,0.0,0.0,84,8,0.8333333333333334,0.047619047619047616,0.0,0.23809523809523808,0.15476190476190477,0.0,0.0,0.13095238095238096,0.0,0.5714285714285714,0.023809523809523808,0.047619047619047616,0.0,0.0,0.0,0.47619047619047616,0.5238095238095238,0.0,0.047619047619047616,0.05952380952380952,0.30952380952380953,0.05952380952380952,0.39285714285714285,0.13095238095238096,0.7261904761904762,0.05952380952380952,0.0,0.0,0.16666666666666666,0.047619047619047616,0.0,0.0,0.047619047619047616,0.023809523809523808,0.3333333333333333,0.08333333333333333,0.05952380952380952,0.14285714285714285,0.05952380952380952,0.011904761904761904,0.0,0.03571428571428571,0.07142857142857142,0.023809523809523808,0.0,0.10714285714285714,0.20238095238095238,0.023809523809523808,0.7738095238095238,0.0,0.0,1.0,0.05952380952380952,0.05952380952380952,0.27380952380952384,0.6071428571428571,0.13095238095238096,0.0,0.0,-1.0,0,0.0
BR0_T2,0,68.0,68.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,68.0,-1.0,0,0.0
BR0_T3,0,257.6,257.6,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,257.6,-1.0,0,0.0
BR0_T4,0,439.2,439.2,1,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,439.2,-1.0,0,0.0
BR0_T5,0,455.5,455.5,1,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,455.5,-1.0,0,0.0
BR0_T6,0,488.0,488.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,488.0,-1.0,0,0.0
BR0_T7,0,493.0,493.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,493.0,-1.0,0,0.0
BR116_T10,116,1.5,3.8,88,0,1.4659090909090908,0.011363636363636364,0.03409090909090909,0.045454545454545456,0.022727272727272728,0.0,0.0,0.0,0.0,0.8977272727272727,0.0,0.0,0.0,0.0,0.10227272727272728,0.3977272727272727,0.48863636363636365,0.0,0.0,0.10227272727272728,0.5227272727272727,0.03409090909090909,0.32954545454545453,0.011363636363636364,0.5568181818181818,0.03409090909090909,0.0,0.011363636363636364,0.36363636363636365,0.03409090909090909,0.0,0.056818181818181816,0.11363636363636363,0.045454545454545456,0.07954545454545454,0.022727272727272728,0.2159090909090909,0.23863636363636365,0.14772727272727273,0.022727272727272728,0.0,0.0,0.022727272727272728,0.0,0.011363636363636364,0.022727272727272728,0.011363636363636364,0.011363636363636364,0.9772727272727273,0.4318181818181818,0.5681818181818182,0.0,0.056818181818181816,0.07954545454545454,0.32954545454545453,0.5340909090909091,0.011363636363636364,2.3,2.0,407.63,0,0.0
BR116_T100,116,66.3,66.6,8,7,1.875,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,0.375,0.0,0.0,0.0,0.125,0.0,0.75,0.125,0.25,0.125,0.0,0.0,0.375,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.25,0.0,0.0,1.0,0.75,0.25,0.0,0.375,0.0,0.125,0.5,0.125,0.29999999999999716,66.3,343.33,0,0.0
BR116_T101,116,66.8,66.8,2,0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,66.8,342.83,0,0.0
BR116_T102,116,67.0,67.8,12,6,2.6666666666666665,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.25,0.3333333333333333,0.4166666666666667,0.0,0.0,0.0,0.16666666666666666,0.08333333333333333,0.6666666666666666,0.08333333333333333,0.75,0.16666666666666666,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.08333333333333333,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,1.0,0.5,0.5,0.0,0.0,0.08333333333333333,0.4166666666666667,0.5,0.08333333333333333,0.7999999999999972,67.7,341.93,0,0.0
BR116_T103,116,68.0,68.0,5,0,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6,0.0,0.4,0.0,0.0,0.0,0.2,0.0,0.8,0.0,0.6,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4,0.6,0.0,0.0,68.0,341.63,0,0.0
BR116_T104,116,68.8,68.8,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,68.8,340.83,0,0.0
BR116_T105,116,69.0,69.0,1,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,69.0,340.63,0,0.0
BR116_T106,116,69.3,69.5,3,0,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.20000000000000284,69.4,340.23,0,0.0
BR116_T107,116,69.7,69.8,2,0,1.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.09999999999999432,69.7,339.93,0,0.0
BR116_T108,116,70.0,70.7,17,7,2.0588235294117645,0.0,0.058823529411764705,0.6470588235294118,0.0,0.0,0.0,0.0,0.0,0.29411764705882354,0.0,0.0,0.0,0.0,0.23529411764705882,0.23529411764705882,0.5294117647058824,0.0,0.058823529411764705,0.058823529411764705,0.4117647058823529,0.058823529411764705,0.35294117647058826,0.058823529411764705,0.35294117647058826,0.29411764705882354,0.0,0.0,0.23529411764705882,0.11764705882352941,0.0,0.058823529411764705,0.11764705882352941,0.0,0.0,0.058823529411764705,0.17647058823529413,0.11764705882352941,0.0,0.0,0.0,0.058823529411764705,0.058823529411764705,0.0,0.29411764705882354,0.058823529411764705,0.0,0.0,1.0,0.5882352941176471,0.4117647058823529,0.0,0.11764705882352941,0.058823529411764705,0.29411764705882354,0.5294117647058824,0.058823529411764705,0.7000000000000028,70.0,339.63,0,0.0
BR116_T109,116,71.0,71.1,5,3,1.2,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.0,0.0,0.4,0.0,0.0,0.4,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,1.0,0.6,0.4,0.0,0.2,0.0,0.4,0.4,0.2,0.09999999999999432,71.0,338.63,0,0.0
BR116_T11,116,4.0,4.8,26,28,3.269230769230769,0.07692307692307693,0.038461538461538464,0.11538461538461539,0.0,0.0,0.0,0.0,0.0,0.8461538461538461,0.0,0.0,0.0,0.0,0.3076923076923077,0.3076923076923077,0.38461538461538464,0.0,0.0,0.07692307692307693,0.19230769230769232,0.038461538461538464,0.5769230769230769,0.11538461538461539,0.6538461538461539,0.11538461538461539,0.0,0.0,0.23076923076923078,0.0,0.0,0.038461538461538464,0.11538461538461539,0.0,0.07692307692307693,0.19230769230769232,0.11538461538461539,0.19230769230769232,0.07692307692307693,0.0,0.0,0.11538461538461539,0.038461538461538464,0.0,0.038461538461538464,0.0,0.0,0.0,1.0,0.6538461538461539,0.34615384615384615,0.0,0.15384615384615385,0.0,0.2692307692307692,0.5769230769230769,0.11538461538461539,0.7999999999999998,4.0,405.63,0,0.0
BR116_T110,116,71.4,73.2,53,1,2.792452830188679,0.0,0.0,0.32075471698113206,0.018867924528301886,0.0,0.0,0.0,0.0,0.6792452830188679,0.0,0.0,0.0,0.0,0.22641509433962265,0.5094339622641509,0.2641509433962264,0.0,0.0,0.1509433962264151,0.37735849056603776,0.03773584905660377,0.41509433962264153,0.018867924528301886,0.6037735849056604,0.05660377358490566,0.0,0.0,0.2641509433962264,0.07547169811320754,0.0,0.1509433962264151,0.18867924528301888,0.03773584905660377,0.11320754716981132,0.11320754716981132,0.07547169811320754,0.1509433962264151,0.018867924528301886,0.018867924528301886,0.0,0.0,0.018867924528301886,0.018867924528301886,0.05660377358490566,0.03773584905660377,0.018867924528301886,0.0,0.9811320754716981,0.5849056603773585,0.41509433962264153,0.0,0.07547169811320754,0.07547169811320754,0.39622641509433965,0.4528301886792453,0.018867924528301886,1.7999999999999972,72.3,337.33,0,0.0
BR116_T111,116,73.4,74.0,33,0,1.8181818181818181,0.0,0.15151515151515152,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.6363636363636364,0.0,0.030303030303030304,0.0,0.0,0.09090909090909091,0.48484848484848486,0.42424242424242425,0.0,0.0,0.09090909090909091,0.48484848484848486,0.06060606060606061,0.36363636363636365,0.0,0.696969696969697,0.06060606060606061,0.0,0.0,0.18181818181818182,0.06060606060606061,0.0,0.06060606060606061,0.030303030303030304,0.0,0.06060606060606061,0.06060606060606061,0.18181818181818182,0.2727272727272727,0.09090909090909091,0.0,0.0,0.0,0.06060606060606061,0.030303030303030304,0.09090909090909091,0.06060606060606061,0.0,0.030303030303030304,0.9696969696969697,0.45454545454545453,0.5454545454545454,0.0,0.030303030303030304,0.06060606060606061,0.24242424242424243,0.6666666666666666,0.0,0.5999999999999943,74.0,335.63,0,0.0
BR116_T112,116,74.2,74.5,7,0,3.4285714285714284,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.0,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.0,0.42857142857142855,0.0,0.5714285714285714,0.14285714285714285,0.0,0.0,0.0,0.2857142857142857,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.2857142857142857,0.14285714285714285,0.0,0.0,1.0,0.2857142857142857,0.7142857142857143,0.0,0.2857142857142857,0.0,0.14285714285714285,0.5714285714285714,0.0,0.29999999999999716,74.4,335.23,0,0.0
BR116_T113,116,74.7,74.8,2,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.5,0.09999999999999432,74.7,334.93,0,0.0
BR116_T114,116,75.0,75.0,3,0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,75.0,334.63,0,0.0
BR116_T115,116,75.2,75.6,10,0,0.9,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.0,0.0,0.1,0.5,0.0,0.4,0.0,0.5,0.0,0.0,0.0,0.3,0.2,0.0,0.1,0.0,0.0,0.1,0.1,0.2,0.0,0.3,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,1.0,0.7,0.3,0.0,0.2,0.0,0.2,0.6,0.0,0.3999999999999915,75.3,334.33,0,0.0
BR116_T116,116,75.8,76.8,34,3,2.3529411764705883,0.0,0.0,0.6470588235294118,0.029411764705882353,0.0,0.0,0.029411764705882353,0.0,0.3235294117647059,0.0,0.0,0.0,0.0,0.14705882352941177,0.6176470588235294,0.23529411764705882,0.0,0.029411764705882353,0.08823529411764706,0.3235294117647059,0.0,0.5294117647058824,0.029411764705882353,0.5,0.11764705882352941,0.0,0.0,0.3235294117647059,0.058823529411764705,0.0,0.0,0.0,0.08823529411764706,0.058823529411764705,0.08823529411764706,0.17647058823529413,0.08823529411764706,0.058823529411764705,0.0,0.0,0.0,0.08823529411764706,0.0,0.29411764705882354,0.058823529411764705,0.0,0.0,1.0,0.38235294117647056,0.6176470588235294,0.0,0.08823529411764706,0.11764705882352941,0.35294117647058826,0.4411764705882353,0.029411764705882353,1.0,76.2,333.43,0,0.0
BR116_T117,116,77.0,77.6,13,4,1.9230769230769231,0.0,0.07692307692307693,0.3076923076923077,0.07692307692307693,0.0,0.0,0.0,0.0,0.6153846153846154,0.0,0.0,0.0,0.0,0.0,0.6153846153846154,0.38461538461538464,0.0,0.0,0.15384615384615385,0.46153846153846156,0.0,0.3076923076923077,0.07692307692307693,0.6153846153846154,0.0,0.0,0.0,0.23076923076923078,0.15384615384615385,0.0,0.07692307692307693,0.0,0.15384615384615385,0.0,0.07692307692307693,0.23076923076923078,0.0,0.07692307692307693,0.0,0.0,0.0,0.07692307692307693,0.0,0.15384615384615385,0.15384615384615385,0.0,0.07692307692307693,0.9230769230769231,0.46153846153846156,0.5384615384615384,0.0,0.23076923076923078,0.0,0.3076923076923077,0.46153846153846156,0.07692307692307693,0.5999999999999943,77.5,332.13,0,0.0
BR116_T118,116,77.9,78.0,4,0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.5,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.09999999999999432,77.9,331.73,0,0.0
BR116_T119,116,78.2,78.3,3,6,4.333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.09999999999999432,78.2,331.43,0,0.0
BR116_T12,116,5.0,5.0,4,0,1.5,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.25,0.0,0.75,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,1.0,0.5,0.5,0.0,0.25,0.0,0.25,0.5,0.0,0.0,5.0,404.63,0,0.0
BR116_T120,116,78.5,79.1,15,0,2.2,0.06666666666666667,0.0,0.6,0.13333333333333333,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.06666666666666667,0.7333333333333333,0.2,0.0,0.0,0.06666666666666667,0.3333333333333333,0.0,0.6,0.0,0.6,0.06666666666666667,0.0,0.0,0.26666666666666666,0.06666666666666667,0.0,0.06666666666666667,0.06666666666666667,0.13333333333333333,0.13333333333333333,0.0,0.2,0.06666666666666667,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.26666666666666666,0.0,0.06666666666666667,0.0,0.9333333333333333,0.7333333333333333,0.26666666666666666,0.0,0.2,0.0,0.5333333333333333,0.26666666666666666,0.0,0.5999999999999943,79.0,330.63,0,0.0
BR116_T121,116,79.3,79.4,3,4,1.6666666666666667,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.10000000000000853,79.4,330.23,0,0.0
BR116_T122,116,79.8,80.3,8,4,2.25,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.875,0.0,0.0,0.0,0.0,0.125,0.625,0.25,0.0,0.0,0.125,0.375,0.0,0.375,0.125,0.375,0.375,0.0,0.0,0.25,0.0,0.0,0.0,0.125,0.125,0.125,0.125,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.75,0.25,0.0,0.125,0.0,0.5,0.375,0.125,0.5,79.9,329.73,0,0.0
BR116_T123,116,80.5,80.5,1,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,80.5,329.13,0,0.0
BR116_T124,116,80.7,80.7,1,0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,80.7,328.93,0,0.0
BR116_T125,116,80.9,81.1,6,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.5,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,1.0,0.5,0.5,0.0,0.16666666666666666,0.0,0.5,0.3333333333333333,0.0,0.19999999999998863,81.1,328.53,0,0.0
BR116_T126,116,81.6,81.6,1,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,81.6,328.03,0,0.0
BR116_T127,116,82.0,82.0,3,0,1.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,82.0,327.63,0,0.0
BR116_T128,116,82.2,82.7,8,3,1.625,0.0,0.0,0.5,0.125,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.125,0.5,0.375,0.0,0.0,0.0,0.125,0.0,0.75,0.125,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.25,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.125,0.0,0.0,1.0,0.375,0.625,0.0,0.0,0.125,0.375,0.5,0.125,0.5,82.3,327.33,0,0.0
BR116_T129,116,82.9,83.0,2,0,5.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.09999999999999432,83.0,326.63,0,0.0
